city,hour,pm25,pm10,temp,humidity,wind
Delhi,12,74.3,405.1,33.2,64.0,8.7
Delhi,13,65.0,292.4,32.0,67.0,8.1
Delhi,14,66.6,299.9,31.3,71.0,7.0
Delhi,15,67.5,299.9,31.9,70.0,4.0
Delhi,16,67.1,288.7,31.8,73.0,5.1
Delhi,17,55.5,197.0,29.7,78.0,15.4
Delhi,18,57.4,154.1,27.1,95.0,3.5
Delhi,19,64.5,144.8,27.5,95.0,5.7
Delhi,20,72.6,143.9,27.8,90.0,3.6
Delhi,21,78.2,142.5,28.1,89.0,4.3
Delhi,22,82.4,133.2,28.1,89.0,4.5
Delhi,23,82.4,121.5,28.7,87.0,2.3
Delhi,0,72.2,96.6,28.4,88.0,0.6
Delhi,1,55.4,68.2,28.1,90.0,2.8
Delhi,2,44.6,52.7,27.9,90.0,0.4
Delhi,3,41.8,49.2,27.6,92.0,1.1
Delhi,4,48.1,57.9,27.6,88.0,4.6
Delhi,5,29.2,55.5,27.7,86.0,5.4
Delhi,6,41.6,178.3,27.4,89.0,1.4
Delhi,7,51.3,212.3,28.3,84.0,2.3
Delhi,8,56.1,249.6,29.4,75.0,7.9
Delhi,9,63.8,299.0,30.6,71.0,5.6
Delhi,10,71.0,353.0,31.6,68.0,6.5
Delhi,11,61.2,261.7,32.5,63.0,6.9
Delhi,12,57.5,231.0,33.1,60.0,5.1
Delhi,13,56.8,223.1,33.5,59.0,4.8
Delhi,14,57.2,222.1,33.3,60.0,3.3
Delhi,15,60.3,245.9,33.1,62.0,3.9
Delhi,16,58.3,229.6,31.4,69.0,4.2
Delhi,17,55.1,165.8,33.0,60.0,4.7
Delhi,18,69.4,156.5,30.6,74.0,5.4
Delhi,19,90.1,177.9,29.2,84.0,7.9
Delhi,20,103.8,176.5,28.5,89.0,1.8
Delhi,21,88.5,149.5,26.7,88.0,12.7
Delhi,22,83.1,137.4,26.5,87.0,4.8
Delhi,23,80.6,124.3,27.6,87.0,3.5
Delhi,0,78.9,115.5,27.5,88.0,2.3
Delhi,1,81.0,113.4,27.4,89.0,2.9
Delhi,2,86.4,118.3,27.1,92.0,1.7
Delhi,3,92.2,124.3,27.0,93.0,0.2
Delhi,4,96.4,128.5,26.8,95.0,0.3
Delhi,5,65.0,98.5,28.2,93.0,4.4
Delhi,6,67.8,105.7,28.2,90.0,3.6
Delhi,7,64.7,114.6,28.7,87.0,2.3
Delhi,8,61.5,120.6,29.7,81.0,3.7
Delhi,9,58.0,121.5,30.7,74.0,4.4
Delhi,10,57.3,135.0,31.6,69.0,3.5
Delhi,11,50.5,108.0,31.7,64.0,6.3
Delhi,12,47.8,101.7,31.9,65.0,3.8
Delhi,13,47.5,97.6,32.6,63.0,2.6
Delhi,14,49.5,97.1,32.9,63.0,2.9
Delhi,15,49.8,95.7,33.0,61.0,2.3
Delhi,16,50.4,107.6,33.1,59.0,3.3
Delhi,17,50.6,96.4,28.4,87.0,5.6
Delhi,18,51.5,85.2,28.0,92.0,3.0
Delhi,19,59.0,86.4,28.4,91.0,3.9
Delhi,20,60.8,80.3,28.3,92.0,2.6
Delhi,21,57.4,75.0,28.0,93.0,3.6
Delhi,22,59.6,74.0,27.8,94.0,2.8
Delhi,23,61.0,74.0,29.2,92.0,0.6
Delhi,0,58.2,72.4,28.7,94.0,3.0
Delhi,1,58.4,71.0,28.2,92.0,5.7
Delhi,2,58.2,69.8,27.3,95.0,2.4
Delhi,3,58.6,71.0,27.1,96.0,5.7
Delhi,4,57.7,69.2,27.0,95.0,0.6
Delhi,5,38.0,46.9,27.0,96.0,1.9
Delhi,6,37.1,44.8,27.2,95.0,4.3
Delhi,7,34.8,42.5,27.7,95.0,3.4
Delhi,8,30.7,40.4,27.8,91.0,5.7
Delhi,9,31.7,43.0,28.9,81.0,4.1
Delhi,10,34.1,48.9,30.0,75.0,2.8
Delhi,11,36.7,58.1,30.8,69.0,1.3
Delhi,12,38.1,67.8,32.1,66.0,1.9
Delhi,13,37.7,65.7,32.9,62.0,3.2
Delhi,14,36.6,59.1,33.3,60.0,3.3
Delhi,15,37.1,56.6,33.5,60.0,3.3
Delhi,16,38.3,56.6,33.3,60.0,2.6
Delhi,17,51.0,78.9,29.2,91.0,5.0
Delhi,18,57.6,95.0,28.8,94.0,6.3
Delhi,19,67.3,95.5,28.3,95.0,6.0
Delhi,20,74.3,100.1,28.1,97.0,4.6
Delhi,21,80.6,105.5,28.1,97.0,4.9
Delhi,22,87.3,107.1,28.1,92.0,4.8
Delhi,23,85.0,102.7,29.8,91.0,3.6
Delhi,0,77.1,91.7,29.0,90.0,6.3
Delhi,1,74.7,85.4,28.7,88.0,6.0
Delhi,2,78.2,87.3,28.3,89.0,6.0
Delhi,3,80.1,89.9,28.2,91.0,6.5
Delhi,4,82.7,92.7,27.9,92.0,4.3
Delhi,5,38.5,58.9,27.2,95.0,9.3
Delhi,6,33.9,53.4,27.0,92.0,5.6
Delhi,7,32.8,50.9,27.7,87.0,5.7
Delhi,8,32.0,54.1,29.2,79.0,7.3
Delhi,9,33.4,65.9,30.7,71.0,10.1
Delhi,10,42.1,120.1,32.0,67.0,9.3
Delhi,11,42.4,105.7,33.2,62.0,10.6
Delhi,12,40.9,84.3,33.8,59.0,9.9
Delhi,13,43.5,91.3,33.8,58.0,8.8
Delhi,14,44.0,88.0,33.9,57.0,8.7
Delhi,15,44.6,94.3,34.0,54.0,9.3
Delhi,16,44.7,100.4,32.8,60.0,11.1
Delhi,17,45.9,132.7,32.2,67.0,5.9
Delhi,18,49.4,112.5,32.0,72.0,3.4
Delhi,19,55.5,109.4,31.3,77.0,3.0
Delhi,20,60.5,111.1,30.6,80.0,3.3
Delhi,21,64.3,114.3,30.2,83.0,2.9
Delhi,22,72.9,126.7,29.8,85.0,3.2
Delhi,23,81.7,135.5,29.0,82.0,7.4
Delhi,0,85.0,137.8,28.4,85.0,4.3
Delhi,1,83.8,133.2,27.9,87.0,9.9
Delhi,2,76.1,117.3,26.0,97.0,1.8
Delhi,3,61.9,92.7,25.3,99.0,6.2
Delhi,4,53.8,83.6,25.6,99.0,6.9
Delhi,5,34.6,66.4,26.9,93.0,0.8
Delhi,6,33.2,66.8,27.0,93.0,4.4
Delhi,7,37.3,74.3,27.9,90.0,2.7
Delhi,8,41.2,112.2,29.3,82.0,5.1
Delhi,9,46.0,140.2,30.8,71.0,8.6
Delhi,10,53.4,176.5,32.1,65.0,8.3
Delhi,11,63.6,216.5,31.8,65.0,8.0
Delhi,12,68.0,224.0,32.4,62.0,7.3
Delhi,13,71.2,238.0,33.0,60.0,6.8
Delhi,14,73.3,256.1,33.4,60.0,7.5
Delhi,15,73.6,266.4,33.2,61.0,7.4
Delhi,16,74.0,271.9,29.5,76.0,14.4
Delhi,17,69.4,230.0,31.7,68.0,4.4
Delhi,18,68.5,183.5,30.9,73.0,2.0
Delhi,19,76.4,162.1,29.4,83.0,7.3
Delhi,20,76.8,152.7,28.5,85.0,6.3
Delhi,21,82.7,142.0,28.2,85.0,4.5
Delhi,22,82.2,129.9,27.9,87.0,6.5
Delhi,23,86.1,122.9,29.1,86.0,7.0
Delhi,0,86.6,119.2,28.3,86.0,4.2
Delhi,1,89.2,121.5,28.1,86.0,5.0
Delhi,2,92.9,126.2,27.7,89.0,7.5
Delhi,3,95.7,132.2,27.4,90.0,5.7
Delhi,4,96.4,132.7,26.8,91.0,5.1
Delhi,5,40.7,64.3,26.5,93.0,8.0
Delhi,6,41.6,57.7,25.4,98.0,8.4
Delhi,7,34.7,53.0,26.4,95.0,4.1
Delhi,8,32.2,51.0,28.4,84.0,1.5
Delhi,9,32.2,55.8,29.8,73.0,8.1
Delhi,10,32.0,59.4,30.2,74.0,5.5
Delhi,11,32.4,61.7,30.8,71.0,8.7
Delhi,12,32.4,60.3,31.0,71.0,9.5
Delhi,13,32.9,59.1,32.4,65.0,10.3
Delhi,14,34.5,59.8,33.0,63.0,9.7
Delhi,15,35.6,61.5,33.1,62.0,8.2
Delhi,16,36.1,62.9,32.8,63.0,7.2
Delhi,17,51.2,122.9,32.9,64.0,7.7
Delhi,18,57.5,112.5,31.9,71.0,3.2
Delhi,19,72.6,132.2,31.2,77.0,2.9
Delhi,20,93.4,155.5,30.9,80.0,2.0
Delhi,21,111.1,173.2,30.2,83.0,1.7
Delhi,22,116.4,177.0,29.4,86.0,3.3
Delhi,23,88.9,139.7,28.7,88.0,0.4
Delhi,0,73.6,122.5,27.9,93.0,3.9
Delhi,1,72.9,115.0,27.9,93.0,2.8
Delhi,2,80.1,121.5,27.8,92.0,2.8
Delhi,3,85.0,127.1,27.5,90.0,1.9
Delhi,4,83.8,125.3,25.7,95.0,8.2
Delhi,5,67.1,112.5,26.7,90.0,11.0
Delhi,6,71.7,113.9,25.8,96.0,4.9
Delhi,7,68.7,115.9,26.2,95.0,3.3
Delhi,8,66.4,119.2,27.2,91.0,1.5
Delhi,9,62.4,114.8,28.6,85.0,1.1
Delhi,10,59.8,106.2,30.7,75.0,2.3
Delhi,11,56.8,99.2,29.9,74.0,7.0
Delhi,12,56.6,97.1,30.2,71.0,4.9
Delhi,13,57.9,98.5,30.8,69.0,1.6
Delhi,14,58.2,97.8,31.7,65.0,2.8
Delhi,15,57.7,95.9,32.1,63.0,5.1
Delhi,16,57.3,93.4,32.0,64.0,4.4
Delhi,17,51.3,82.7,31.5,70.0,5.9
Delhi,18,52.4,73.1,31.1,76.0,1.1
Delhi,19,51.5,70.1,30.7,78.0,0.3
Delhi,20,55.8,70.8,30.2,82.0,4.0
Delhi,21,63.8,76.6,29.4,85.0,6.4
Delhi,22,73.1,83.6,28.8,88.0,5.8
Delhi,23,83.6,91.5,28.8,88.0,3.8
Delhi,0,89.2,98.0,28.4,91.0,2.2
Delhi,1,89.4,99.2,28.1,92.0,1.3
Delhi,2,78.9,87.1,28.1,93.0,1.1
Delhi,3,66.1,74.3,28.0,93.0,1.2
Delhi,4,46.3,52.6,27.9,94.0,0.4
Delhi,5,61.5,74.5,26.1,97.0,1.8
Delhi,6,64.5,76.8,26.4,97.0,5.1
Delhi,7,65.2,79.9,26.8,97.0,3.6
Delhi,8,67.1,84.1,27.4,93.0,3.1
Delhi,9,62.6,84.8,28.9,86.0,0.6
Delhi,10,57.9,84.1,30.2,79.0,3.4
Delhi,11,60.5,93.1,31.5,66.0,4.2
Delhi,12,62.6,94.1,31.8,64.0,4.8
Delhi,13,65.2,95.9,32.4,63.0,2.8
Delhi,14,69.4,102.0,32.6,62.0,2.2
Delhi,15,71.0,103.6,32.7,62.0,2.6
Delhi,16,72.2,105.9,32.6,63.0,1.5
Delhi,17,50.8,60.8,28.4,92.0,5.9
Delhi,18,52.4,60.1,28.8,90.0,4.4
Delhi,19,57.4,63.3,28.7,91.0,3.4
Delhi,20,67.3,71.9,28.8,91.0,2.2
Delhi,21,78.0,81.5,28.5,93.0,2.7
Delhi,22,88.0,91.3,28.1,93.0,6.2
Delhi,23,97.3,100.4,28.3,91.0,4.4
Delhi,0,103.6,106.4,28.0,91.0,3.5
Delhi,1,109.4,112.0,27.7,92.0,3.9
Delhi,2,115.3,117.8,27.5,92.0,4.0
Delhi,3,120.1,122.5,27.3,93.0,3.1
Delhi,4,125.3,128.5,27.2,93.0,2.0
Delhi,5,95.9,97.1,27.6,95.0,3.1
Delhi,6,105.2,106.4,27.1,94.0,2.0
Delhi,7,98.5,100.1,26.1,98.0,4.7
Delhi,8,82.9,86.6,26.5,98.0,1.4
Delhi,9,66.1,72.6,28.2,87.0,5.5
Delhi,10,62.9,72.2,28.8,84.0,4.8
Delhi,11,65.9,77.8,29.8,84.0,3.0
Delhi,12,71.5,85.9,31.6,74.0,2.8
Delhi,13,77.3,93.6,32.3,71.0,1.7
Delhi,14,78.5,96.2,32.2,69.0,2.3
Delhi,15,78.9,97.3,32.4,67.0,3.2
Delhi,16,78.7,102.7,32.3,66.0,5.1
Delhi,17,90.8,134.1,29.9,84.0,4.3
Delhi,18,94.8,118.0,29.2,89.0,3.9
Delhi,19,111.1,129.5,28.6,94.0,7.0
Delhi,20,119.0,135.5,28.3,94.0,8.6
Delhi,21,117.1,147.1,28.1,94.0,7.9
Delhi,22,112.5,176.0,27.9,94.0,6.8
Delhi,23,106.2,185.3,29.1,91.0,7.3
Delhi,0,98.7,176.5,28.6,92.0,6.7
Delhi,1,91.7,156.9,28.3,92.0,7.4
Delhi,2,85.0,147.1,28.1,92.0,6.7
Delhi,3,82.2,140.6,27.9,91.0,5.6
Delhi,4,81.0,122.5,27.6,91.0,6.0
Delhi,5,72.4,98.7,28.7,89.0,5.6
Delhi,6,77.3,96.2,28.5,89.0,8.1
Delhi,7,74.7,103.8,29.3,86.0,2.4
Delhi,8,69.2,94.3,29.8,85.0,2.2
Delhi,9,61.9,86.1,30.1,84.0,4.3
Delhi,10,60.1,85.2,31.7,77.0,2.9
Delhi,11,61.2,85.9,33.2,59.0,1.5
Delhi,12,60.5,84.3,32.8,59.0,7.2
Delhi,13,64.0,88.2,30.6,72.0,8.3
Delhi,14,65.7,97.6,31.4,70.0,5.0
Delhi,15,66.4,94.3,31.6,70.0,5.4
Delhi,16,63.1,87.8,31.9,69.0,4.4
Delhi,17,60.8,79.6,30.5,76.0,4.5
Delhi,18,70.8,84.5,30.2,79.0,3.6
Delhi,19,86.6,98.7,29.9,83.0,2.3
Delhi,20,95.9,110.1,29.5,85.0,4.4
Delhi,21,97.6,111.5,29.2,85.0,5.1
Delhi,22,102.2,111.5,29.1,85.0,6.0
Delhi,23,106.4,115.3,29.5,85.0,6.9
Delhi,0,108.7,119.7,28.8,88.0,7.0
Delhi,1,112.7,126.2,28.4,89.0,5.8
Delhi,2,114.8,132.7,28.0,89.0,4.0
Delhi,3,114.6,140.2,28.0,89.0,5.0
Delhi,4,112.7,149.9,28.3,84.0,7.7
Delhi,5,54.6,116.6,26.5,91.0,11.7
Delhi,6,51.3,109.9,26.7,93.0,7.2
Delhi,7,51.9,105.9,27.7,92.0,5.1
Delhi,8,53.9,136.0,29.4,80.0,6.1
Delhi,9,66.1,246.8,30.9,70.0,9.5
Delhi,10,79.6,330.6,32.1,65.0,8.7
Delhi,11,93.1,408.9,33.0,59.0,10.9
Delhi,12,104.5,489.9,33.7,56.0,10.8
Delhi,13,108.5,514.1,34.3,53.0,10.7
Delhi,14,119.0,609.1,34.6,51.0,10.7
Delhi,15,126.2,666.8,34.6,51.0,11.1
Delhi,16,130.4,687.3,34.2,52.0,11.3
Delhi,17,118.5,577.4,34.1,53.0,9.8
Delhi,18,124.8,517.8,32.6,63.0,4.3
Delhi,19,141.6,564.4,31.8,69.0,3.4
Delhi,20,160.7,588.6,31.4,71.0,2.8
Delhi,21,170.9,573.7,30.7,73.0,3.8
Delhi,22,177.9,556.9,30.0,77.0,3.5
Delhi,23,177.4,517.8,30.3,75.0,5.6
Delhi,0,165.3,458.2,29.5,76.0,5.5
Delhi,1,146.7,383.7,29.1,77.0,5.7
Delhi,2,124.8,303.6,28.8,77.0,6.7
Delhi,3,102.7,263.6,28.4,78.0,8.2
Delhi,4,85.0,266.4,28.2,78.0,9.8
Delhi,5,81.5,380.9,28.7,76.0,11.9
Delhi,6,85.4,424.7,28.4,76.0,11.9
Delhi,7,95.2,489.9,29.0,73.0,11.2
Delhi,8,103.8,542.0,30.0,69.0,12.1
Delhi,9,111.5,599.8,31.2,63.0,11.9
Delhi,10,118.7,642.6,32.5,59.0,11.4
Delhi,11,122.9,663.1,34.0,53.0,10.6
Delhi,12,122.0,648.2,34.9,50.0,9.8
Delhi,13,120.1,629.6,35.6,47.0,9.3
Delhi,14,118.5,612.8,35.9,45.0,9.5
Delhi,15,117.1,603.5,35.8,45.0,10.4
Delhi,16,114.6,577.4,35.3,46.0,10.9
Delhi,17,91.0,419.1,34.9,47.0,9.0
Delhi,18,95.7,352.0,33.9,51.0,6.1
Delhi,19,108.7,364.1,33.2,61.0,0.9
Delhi,20,120.1,372.5,32.4,63.0,1.2
Delhi,21,128.1,366.9,31.4,68.0,3.3
Delhi,22,136.0,357.6,31.1,70.0,4.1
Delhi,23,136.9,341.8,31.3,71.0,3.2
Delhi,0,130.4,320.4,30.4,74.0,3.1
Delhi,1,117.6,297.1,30.0,74.0,7.0
Delhi,2,98.7,295.2,29.8,71.0,8.8
Delhi,3,82.7,303.6,29.4,70.0,8.4
Delhi,4,72.2,299.0,28.9,70.0,8.4
Delhi,5,80.8,421.0,29.3,68.0,11.5
Delhi,6,84.3,440.5,28.8,69.0,10.1
Delhi,7,95.2,476.8,29.5,67.0,8.6
Delhi,8,101.5,530.9,30.7,62.0,10.4
Delhi,9,108.0,571.8,32.0,58.0,9.8
Delhi,10,114.6,603.5,33.5,53.0,9.7
Delhi,11,119.0,625.8,34.5,48.0,9.4
Delhi,12,100.8,478.7,35.2,45.0,7.6
Delhi,13,93.1,422.8,34.8,45.0,7.1
Delhi,14,88.7,393.9,34.2,48.0,5.7
Delhi,15,85.0,373.5,34.8,46.0,5.3
Delhi,16,82.7,347.4,34.8,45.0,6.2
Delhi,17,75.4,276.6,34.3,48.0,3.5
Delhi,18,84.3,228.2,33.3,52.0,3.7
Delhi,19,97.8,241.2,32.3,60.0,2.7
Delhi,20,109.9,241.2,31.6,65.0,4.5
Delhi,21,113.2,225.4,30.8,71.0,5.2
Delhi,22,109.9,201.2,30.4,73.0,5.0
Delhi,23,101.7,175.1,30.9,71.0,5.5
Delhi,0,94.5,165.8,30.2,72.0,6.2
Delhi,1,89.9,170.4,29.8,72.0,6.1
Delhi,2,89.9,207.7,29.6,69.0,7.6
Delhi,3,90.3,266.4,29.2,67.0,7.9
Delhi,4,88.2,323.2,28.8,67.0,8.3
Delhi,5,102.2,540.2,29.2,65.0,12.6
Delhi,6,104.5,534.6,28.7,67.0,11.9
Delhi,7,108.0,534.6,28.9,65.0,11.2
Delhi,8,108.0,556.9,29.7,62.0,11.6
Delhi,9,111.8,594.2,30.3,60.0,10.0
Delhi,10,120.1,631.4,32.3,54.0,10.1
Delhi,11,128.5,665.0,34.0,48.0,10.8
Delhi,12,127.1,640.7,34.2,48.0,8.6
Delhi,13,116.9,571.8,34.9,45.0,7.0
Delhi,14,107.1,512.2,34.9,45.0,7.2
Delhi,15,103.4,488.0,35.1,44.0,8.2
Delhi,16,98.5,444.2,34.5,47.0,9.5
Delhi,17,84.3,372.5,34.0,50.0,7.5
Delhi,18,86.6,332.5,33.2,52.0,5.7
Delhi,19,95.7,315.7,32.5,58.0,2.5
Delhi,20,107.1,327.8,32.1,63.0,0.0
Delhi,21,119.7,348.3,31.3,66.0,2.5
Delhi,22,135.0,369.7,30.4,74.0,4.3
Delhi,23,146.2,381.8,31.3,66.0,3.2
Delhi,0,147.1,366.9,30.2,72.0,4.0
Delhi,1,142.0,341.8,29.8,73.0,5.3
Delhi,2,136.4,320.4,29.6,70.0,6.1
Delhi,3,129.9,297.1,29.0,70.0,5.6
Delhi,4,122.5,285.9,28.5,72.0,5.3
Delhi,5,78.0,385.6,28.9,68.0,10.3
Delhi,6,80.8,373.5,28.3,72.0,8.8
Delhi,7,84.3,357.6,28.9,70.0,8.0
Delhi,8,81.0,393.9,30.0,66.0,9.7
Delhi,9,76.8,375.3,31.4,61.0,9.2
Delhi,10,75.4,363.2,32.8,55.0,7.4
Delhi,11,67.1,300.8,33.0,52.0,6.6
Delhi,12,60.3,247.7,33.9,49.0,5.5
Delhi,13,58.1,231.9,34.5,47.0,5.8
Delhi,14,58.7,228.6,31.8,60.0,10.6
Delhi,15,61.2,242.1,31.8,63.0,4.2
Delhi,16,61.2,231.9,30.2,69.0,10.4
Delhi,17,57.6,177.4,32.1,62.0,2.1
Delhi,18,61.9,150.9,31.2,64.0,6.8
Delhi,19,61.0,116.6,30.0,72.0,8.7
Delhi,20,58.2,99.4,29.7,73.0,3.8
Delhi,21,56.9,88.9,29.6,74.0,2.4
Delhi,22,55.2,80.3,29.3,77.0,2.0
Delhi,23,52.5,72.4,28.1,76.0,8.6
Delhi,0,48.8,65.7,27.0,85.0,4.6
Delhi,1,46.9,60.1,26.3,89.0,5.3
Delhi,2,45.3,55.3,26.2,90.0,1.9
Delhi,3,44.1,51.9,26.2,90.0,0.9
Delhi,4,44.2,50.5,26.2,89.0,2.6
Delhi,5,47.0,63.8,25.8,89.0,1.8
Delhi,6,50.9,65.9,25.4,91.0,2.5
Delhi,7,46.4,72.6,26.4,86.0,1.3
Delhi,8,43.4,81.0,28.2,76.0,3.1
Delhi,9,45.8,99.4,30.0,69.0,3.4
Delhi,10,49.0,112.5,31.6,62.0,2.7
Delhi,11,49.9,117.1,29.7,73.0,10.7
Delhi,12,48.4,114.6,27.9,86.0,0.8
Delhi,13,46.6,116.6,27.3,87.0,4.6
Delhi,14,57.9,147.1,28.8,82.0,3.6
Delhi,15,39.3,91.5,29.2,78.0,5.8
Delhi,16,35.2,72.4,29.4,76.0,5.6
Delhi,17,35.4,72.9,30.9,62.0,9.9
Delhi,18,37.8,60.5,29.4,69.0,8.1
Delhi,19,49.2,66.6,28.8,72.0,6.0
Delhi,20,51.8,63.3,28.4,75.0,5.4
Delhi,21,48.4,56.1,28.1,79.0,4.9
Delhi,22,43.7,48.4,27.8,83.0,5.1
Delhi,23,40.2,43.0,27.9,84.0,5.4
Delhi,0,35.6,37.4,27.0,87.0,8.6
Delhi,1,31.8,32.9,26.5,88.0,6.9
Delhi,2,29.2,29.9,26.1,91.0,5.4
Delhi,3,28.5,28.9,25.9,92.0,4.9
Delhi,4,28.1,28.3,25.9,92.0,4.5
Delhi,5,12.0,12.0,25.9,96.0,2.7
Delhi,6,12.4,12.5,26.0,97.0,3.3
Delhi,7,12.8,12.9,26.8,93.0,4.0
Delhi,8,13.1,13.2,28.2,84.0,5.3
Delhi,9,15.1,15.3,29.3,81.0,5.9
Delhi,10,16.9,23.9,30.4,76.0,6.3
Delhi,11,17.6,28.5,30.9,69.0,6.7
Delhi,12,17.2,22.9,31.7,65.0,8.5
Delhi,13,18.1,21.7,31.8,63.0,9.1
Delhi,14,19.0,21.5,32.1,61.0,7.7
Delhi,15,21.0,26.1,32.3,59.0,6.4
Delhi,16,22.5,25.7,32.3,59.0,6.5
Delhi,17,25.3,25.5,28.7,83.0,7.6
Delhi,18,30.3,30.5,28.1,85.0,4.6
Delhi,19,41.4,41.7,27.8,87.0,3.0
Delhi,20,52.0,52.3,27.6,89.0,5.2
Delhi,21,66.4,66.6,27.5,89.0,4.1
Delhi,22,67.8,68.0,27.4,91.0,3.2
Delhi,23,64.3,64.7,28.9,86.0,3.2
Delhi,0,61.7,61.9,28.3,84.0,0.3
Delhi,1,59.3,59.6,27.6,90.0,2.3
Delhi,2,58.2,58.7,27.4,91.0,5.9
Delhi,3,56.9,57.3,27.0,92.0,4.9
Delhi,4,54.7,55.2,26.8,93.0,5.4
Delhi,5,51.8,52.2,25.8,100.0,8.5
Delhi,6,48.0,48.3,25.7,98.0,7.6
Delhi,7,44.9,45.4,26.0,96.0,7.8
Delhi,8,46.9,47.4,27.0,89.0,6.9
Delhi,9,41.3,41.7,28.9,79.0,7.9
Delhi,10,38.4,38.8,29.9,76.0,7.4
Delhi,11,33.4,33.8,29.6,78.0,8.3
Delhi,12,31.9,32.4,30.0,77.0,3.3
Delhi,13,31.1,31.5,29.3,78.0,8.6
Delhi,14,30.9,31.2,28.8,82.0,6.3
Delhi,15,30.9,31.3,29.3,80.0,6.0
Delhi,16,31.0,31.4,29.4,79.0,5.3
Delhi,17,48.9,67.1,28.9,76.0,5.5
Delhi,18,51.9,57.9,28.1,82.0,3.6
Delhi,19,54.6,55.8,27.7,86.0,4.8
Delhi,20,52.2,52.3,27.5,90.0,5.1
Delhi,21,45.9,46.1,27.3,93.0,5.8
Delhi,22,39.2,39.5,26.9,95.0,5.3
Delhi,23,34.6,34.7,27.1,93.0,7.1
Delhi,0,27.9,28.1,26.7,96.0,7.2
Delhi,1,23.1,23.2,26.6,96.0,6.8
Delhi,2,18.2,18.3,26.2,95.0,9.2
Delhi,3,15.0,15.1,26.0,96.0,6.9
Delhi,4,13.7,13.8,25.8,97.0,6.8
Delhi,5,18.0,18.2,25.4,97.0,15.5
Delhi,6,20.4,20.5,25.0,96.0,8.9
Delhi,7,24.9,25.0,25.6,96.0,3.6
Delhi,8,25.7,25.8,26.2,92.0,6.5
Delhi,9,24.2,24.4,27.0,90.0,4.3
Delhi,10,22.8,22.9,27.9,85.0,5.3
Delhi,11,22.4,22.6,28.5,84.0,6.1
Delhi,12,23.7,24.0,27.7,88.0,8.3
Delhi,13,24.2,24.5,26.3,92.0,5.1
Delhi,14,24.7,25.3,26.2,95.0,6.4
Delhi,15,26.1,26.7,27.3,91.0,6.5
Delhi,16,28.2,28.8,27.4,91.0,6.0
Delhi,17,38.3,39.6,27.5,89.0,5.2
Delhi,18,44.0,44.8,27.4,91.0,4.6
Delhi,19,48.2,48.9,27.1,92.0,6.5
Delhi,20,49.5,50.1,27.0,90.0,6.0
Delhi,21,48.3,48.9,26.8,90.0,5.4
Delhi,22,47.0,47.5,26.6,90.0,3.3
Delhi,23,47.1,47.6,26.8,88.0,3.3
Delhi,0,46.4,46.9,26.4,90.0,4.1
Delhi,1,44.9,45.3,26.1,92.0,5.0
Delhi,2,45.8,46.1,25.6,95.0,6.3
Delhi,3,47.0,47.5,25.3,96.0,7.8
Delhi,4,46.3,46.7,25.1,96.0,6.9
Delhi,5,45.5,45.9,25.1,98.0,5.0
Delhi,6,50.1,50.3,24.8,98.0,2.7
Delhi,7,43.8,44.1,24.4,98.0,7.7
Delhi,8,34.6,34.9,25.0,94.0,6.5
Delhi,9,30.2,30.5,25.6,92.0,6.0
Delhi,10,26.9,27.1,26.3,89.0,6.8
Delhi,11,25.1,25.3,26.4,92.0,7.7
Delhi,12,23.1,23.3,25.7,94.0,11.4
Delhi,13,23.3,23.5,25.5,94.0,11.7
Delhi,14,23.5,23.6,25.8,90.0,8.8
Delhi,15,22.7,23.1,25.6,90.0,6.6
Delhi,16,22.4,22.8,26.5,83.0,2.8
Delhi,17,23.6,23.7,28.0,80.0,6.3
Delhi,18,29.4,29.9,27.3,84.0,3.8
Delhi,19,40.3,40.5,26.8,87.0,1.4
Delhi,20,50.4,50.5,26.6,89.0,1.7
Delhi,21,53.6,53.6,26.4,90.0,0.4
Delhi,22,59.8,59.8,25.9,93.0,2.2
Delhi,23,69.4,69.4,26.4,90.0,0.4
Delhi,0,75.4,75.4,25.9,92.0,0.2
Delhi,1,77.1,77.1,25.6,92.0,1.2
Delhi,2,79.6,79.6,25.4,93.0,3.0
Delhi,3,81.5,81.5,25.2,93.0,3.0
Delhi,4,84.5,84.8,24.9,94.0,4.3
Delhi,5,78.2,78.2,25.8,94.0,3.4
Delhi,6,83.1,83.1,25.4,96.0,5.4
Delhi,7,73.3,73.8,26.4,92.0,4.8
Delhi,8,51.1,53.3,27.9,85.0,3.5
Delhi,9,41.6,53.3,29.3,77.0,5.4
Delhi,10,46.8,64.7,30.4,72.0,4.0
Delhi,11,54.7,76.8,31.3,64.0,2.9
Delhi,12,59.6,78.9,32.0,61.0,2.3
Delhi,13,61.0,79.2,32.5,58.0,3.8
Delhi,14,59.6,76.6,32.3,58.0,8.2
Delhi,15,58.0,75.7,31.2,59.0,5.3
Delhi,16,54.0,72.6,31.2,61.0,5.3
Delhi,17,68.2,87.8,31.9,60.0,5.4
Delhi,18,82.2,97.8,30.9,68.0,1.6
Delhi,19,99.7,115.0,30.2,70.0,0.9
Delhi,20,105.2,118.5,29.3,75.0,1.0
Delhi,21,99.9,111.1,28.3,81.0,3.0
Delhi,22,100.1,110.8,27.9,82.0,4.6
Delhi,23,99.7,110.6,27.8,85.0,3.6
Delhi,0,98.7,109.4,27.1,85.0,4.8
